OrderDate,ItemNo,ItemName,Option,Qty,ListPrice,SalePrice,Revenue,DiscountRate,Region
2026-03-23,NW-100017,가비지타임 파우치,네이비,1,22000,22000,22000,0%,기타
2026-03-23,NW-100004,마루는 강쥐 파우치,베이지,1,22000,17600,17600,20%,부산
2026-03-23,NW-100003,마루는 강쥐 아크릴 스탠드,C타입,1,15000,13500,13500,10%,부산
2026-03-23,NW-100003,마루는 강쥐 아크릴 스탠드,A타입,1,15000,15000,15000,0%,서울
2026-03-23,NW-100005,마루는 강쥐 2026 다이어리,위클리,1,19000,17100,17100,10%,경기
2026-03-23,NW-100006,마루는 강쥐 티셔츠,S,1,32000,25600,25600,20%,경기
2026-03-23,NW-100011,가비지타임 차량용 방향제,우드,1,14000,11900,11900,15%,서울
2026-03-23,NW-100028,신의 탑 차량용 방향제,화이트머스크,1,14000,14000,14000,0%,부산
2026-03-23,NW-100018,가비지타임 아크릴 스탠드,A타입,1,15000,12700,12700,15%,기타
2026-03-23,NW-100011,가비지타임 차량용 방향제,시트러스,1,14000,14000,14000,0%,경기
2026-03-23,NW-100004,마루는 강쥐 파우치,네이비,1,22000,19800,19800,10%,기타
2026-03-23,NW-100005,마루는 강쥐 2026 다이어리,데일리,1,19000,17100,17100,10%,기타
2026-03-23,NW-100006,마루는 강쥐 티셔츠,S,1,32000,32000,32000,0%,기타
2026-03-23,NW-100029,신의 탑 2026 다이어리,데일리,1,19000,16100,16100,15%,부산
2026-03-23,NW-100003,마루는 강쥐 아크릴 스탠드,A타입,1,15000,12000,12000,20%,부산
2026-03-23,NW-100012,가비지타임 2026 다이어리,위클리,1,19000,15200,15200,20%,서울
2026-03-23,NW-100019,냐한 남자 머그컵,화이트,1,18000,16200,16200,10%,서울
2026-03-23,NW-100016,가비지타임 머그컵,화이트,1,18000,14400,14400,20%,부산
2026-03-23,NW-100016,가비지타임 머그컵,블랙,1,18000,14400,14400,20%,경기
2026-03-23,NW-100037,외모지상주의 티셔츠,XL,1,32000,25600,25600,20%,서울
2026-03-24,NW-100028,신의 탑 차량용 방향제,화이트머스크,1,14000,14000,14000,0%,서울
2026-03-24,NW-100021,냐한 남자 2026 다이어리,데일리,2,19000,16100,32200,15%,부산
2026-03-24,NW-100003,마루는 강쥐 아크릴 스탠드,C타입,1,15000,13500,13500,10%,경기
2026-03-24,NW-100021,냐한 남자 2026 다이어리,위클리,1,19000,16100,16100,15%,부산
2026-03-24,NW-100025,냐한 남자 아크릴 스탠드,B타입,1,15000,13500,13500,10%,서울
2026-03-24,NW-100005,마루는 강쥐 2026 다이어리,위클리,1,19000,16100,16100,15%,경기
2026-03-24,NW-100025,냐한 남자 아크릴 스탠드,B타입,2,15000,12000,24000,20%,경기
2026-03-24,NW-100016,가비지타임 머그컵,블랙,1,18000,15300,15300,15%,서울
2026-03-24,NW-100031,신의 탑 머그컵,블랙,2,18000,16200,32400,10%,서울
2026-03-24,NW-100012,가비지타임 2026 다이어리,데일리,2,19000,16100,32200,15%,기타
2026-03-24,NW-100011,가비지타임 차량용 방향제,시트러스,1,14000,14000,14000,0%,기타
2026-03-24,NW-100031,신의 탑 머그컵,블랙,1,18000,18000,18000,0%,부산
2026-03-24,NW-100021,냐한 남자 2026 다이어리,데일리,1,19000,16100,16100,15%,부산
2026-03-24,NW-100029,신의 탑 2026 다이어리,데일리,1,19000,19000,19000,0%,부산
2026-03-24,NW-100003,마루는 강쥐 아크릴 스탠드,B타입,3,15000,12700,38100,15%,기타
2026-03-24,NW-100003,마루는 강쥐 아크릴 스탠드,C타입,3,15000,12700,38100,15%,서울
2026-03-24,NW-100019,냐한 남자 머그컵,화이트,1,18000,16200,16200,10%,기타
2026-03-24,NW-100003,마루는 강쥐 아크릴 스탠드,C타입,1,15000,12000,12000,20%,기타
2026-03-24,NW-100012,가비지타임 2026 다이어리,위클리,1,19000,15200,15200,20%,경기
2026-03-24,NW-100028,신의 탑 차량용 방향제,우드,1,14000,11200,11200,20%,경기
2026-03-24,NW-100016,가비지타임 머그컵,화이트,1,18000,15300,15300,15%,기타
2026-03-24,NW-100017,가비지타임 파우치,네이비,1,22000,18700,18700,15%,부산
2026-03-24,NW-100028,신의 탑 차량용 방향제,화이트머스크,1,14000,11900,11900,15%,경기
2026-03-24,NW-100006,마루는 강쥐 티셔츠,L,1,32000,28800,28800,10%,기타
2026-03-24,NW-100025,냐한 남자 아크릴 스탠드,A타입,1,15000,12700,12700,15%,부산
2026-03-24,NW-100029,신의 탑 2026 다이어리,위클리,1,19000,15200,15200,20%,부산
2026-03-24,NW-100007,마루는 강쥐 차량용 방향제,시트러스,1,14000,11900,11900,15%,서울
2026-03-24,NW-100021,냐한 남자 2026 다이어리,위클리,1,19000,16100,16100,15%,기타
2026-03-24,NW-100003,마루는 강쥐 아크릴 스탠드,C타입,1,15000,13500,13500,10%,부산
2026-03-24,NW-100029,신의 탑 2026 다이어리,데일리,2,19000,15200,30400,20%,경기
2026-03-24,NW-100005,마루는 강쥐 2026 다이어리,데일리,1,19000,19000,19000,0%,부산
2026-03-24,NW-100003,마루는 강쥐 아크릴 스탠드,C타입,1,15000,12000,12000,20%,경기
2026-03-24,NW-100003,마루는 강쥐 아크릴 스탠드,C타입,3,15000,13500,40500,10%,기타
2026-03-24,NW-100031,신의 탑 머그컵,블랙,1,18000,18000,18000,0%,서울
2026-03-25,NW-100017,가비지타임 파우치,네이비,1,22000,17600,17600,20%,경기
2026-03-25,NW-100005,마루는 강쥐 2026 다이어리,위클리,1,19000,15200,15200,20%,기타
2026-03-25,NW-100026,냐한 남자 차량용 방향제,우드,1,14000,12600,12600,10%,부산
2026-03-25,NW-100012,가비지타임 2026 다이어리,위클리,1,19000,15200,15200,20%,부산
2026-03-25,NW-100028,신의 탑 차량용 방향제,화이트머스크,1,14000,11900,11900,15%,기타
2026-03-25,NW-100006,마루는 강쥐 티셔츠,M,1,32000,32000,32000,0%,경기
2026-03-25,NW-100031,신의 탑 머그컵,블랙,3,18000,14400,43200,20%,기타
2026-03-25,NW-100005,마루는 강쥐 2026 다이어리,위클리,1,19000,19000,19000,0%,기타
2026-03-25,NW-100021,냐한 남자 2026 다이어리,위클리,1,19000,15200,15200,20%,서울
2026-03-25,NW-100003,마루는 강쥐 아크릴 스탠드,B타입,1,15000,12000,12000,20%,서울
2026-03-25,NW-100028,신의 탑 차량용 방향제,우드,1,14000,14000,14000,0%,기타
2026-03-25,NW-100031,신의 탑 머그컵,화이트,1,18000,14400,14400,20%,경기
2026-03-25,NW-100037,외모지상주의 티셔츠,XL,1,32000,27200,27200,15%,서울
2026-03-25,NW-100021,냐한 남자 2026 다이어리,위클리,1,19000,15200,15200,20%,기타
2026-03-25,NW-100034,외모지상주의 2026 다이어리,위클리,1,19000,15200,15200,20%,기타
2026-03-25,NW-100017,가비지타임 파우치,베이지,1,22000,19800,19800,10%,경기
2026-03-25,NW-100028,신의 탑 차량용 방향제,화이트머스크,1,14000,11900,11900,15%,부산
2026-03-25,NW-100007,마루는 강쥐 차량용 방향제,시트러스,1,14000,11200,11200,20%,기타
2026-03-25,NW-100021,냐한 남자 2026 다이어리,위클리,1,19000,15200,15200,20%,경기
2026-03-25,NW-100004,마루는 강쥐 파우치,베이지,1,22000,19800,19800,10%,경기
2026-03-25,NW-100039,외모지상주의 파우치,핑크,1,22000,18700,18700,15%,서울
2026-03-25,NW-100007,마루는 강쥐 차량용 방향제,화이트머스크,1,14000,14000,14000,0%,기타
2026-03-25,NW-100016,가비지타임 머그컵,화이트,1,18000,14400,14400,20%,부산
2026-03-25,NW-100018,가비지타임 아크릴 스탠드,A타입,1,15000,13500,13500,10%,서울
2026-03-25,NW-100031,신의 탑 머그컵,블랙,1,18000,16200,16200,10%,부산
2026-03-25,NW-100005,마루는 강쥐 2026 다이어리,데일리,1,19000,15200,15200,20%,경기
2026-03-25,NW-100003,마루는 강쥐 아크릴 스탠드,C타입,1,15000,15000,15000,0%,경기
2026-03-25,NW-100007,마루는 강쥐 차량용 방향제,화이트머스크,1,14000,12600,12600,10%,서울
2026-03-25,NW-100034,외모지상주의 2026 다이어리,데일리,1,19000,19000,19000,0%,서울
2026-03-25,NW-100004,마루는 강쥐 파우치,베이지,1,22000,19800,19800,10%,부산
2026-03-25,NW-100017,가비지타임 파우치,핑크,1,22000,22000,22000,0%,서울
2026-03-25,NW-100003,마루는 강쥐 아크릴 스탠드,C타입,1,15000,12700,12700,15%,경기
2026-03-25,NW-100034,외모지상주의 2026 다이어리,데일리,1,19000,17100,17100,10%,서울
2026-03-25,NW-100003,마루는 강쥐 아크릴 스탠드,C타입,1,15000,12700,12700,15%,경기
2026-03-25,NW-100006,마루는 강쥐 티셔츠,S,1,32000,25600,25600,20%,기타
2026-03-26,NW-100006,마루는 강쥐 티셔츠,M,1,32000,32000,32000,0%,부산
2026-03-26,NW-100006,마루는 강쥐 티셔츠,L,1,32000,32000,32000,0%,경기
2026-03-26,NW-100006,마루는 강쥐 티셔츠,XL,1,32000,28800,28800,10%,기타
2026-03-26,NW-100037,외모지상주의 티셔츠,S,1,32000,28800,28800,10%,부산
2026-03-26,NW-100029,신의 탑 2026 다이어리,위클리,1,19000,19000,19000,0%,서울
2026-03-26,NW-100007,마루는 강쥐 차량용 방향제,시트러스,1,14000,11200,11200,20%,경기
2026-03-26,NW-100039,외모지상주의 파우치,네이비,1,22000,22000,22000,0%,기타
2026-03-26,NW-100016,가비지타임 머그컵,블랙,1,18000,18000,18000,0%,부산
2026-03-26,NW-100017,가비지타임 파우치,핑크,1,22000,17600,17600,20%,부산
2026-03-26,NW-100004,마루는 강쥐 파우치,핑크,1,22000,22000,22000,0%,경기
2026-03-26,NW-100006,마루는 강쥐 티셔츠,L,1,32000,32000,32000,0%,경기
2026-03-26,NW-100004,마루는 강쥐 파우치,핑크,1,22000,22000,22000,0%,서울
2026-03-26,NW-100016,가비지타임 머그컵,화이트,1,18000,16200,16200,10%,부산
2026-03-26,NW-100005,마루는 강쥐 2026 다이어리,위클리,1,19000,17100,17100,10%,부산
2026-03-26,NW-100003,마루는 강쥐 아크릴 스탠드,A타입,1,15000,15000,15000,0%,부산
2026-03-26,NW-100006,마루는 강쥐 티셔츠,L,1,32000,32000,32000,0%,기타
2026-03-26,NW-100016,가비지타임 머그컵,화이트,1,18000,16200,16200,10%,경기
2026-03-26,NW-100029,신의 탑 2026 다이어리,위클리,1,19000,17100,17100,10%,서울
2026-03-26,NW-100029,신의 탑 2026 다이어리,데일리,1,19000,16100,16100,15%,경기
2026-03-26,NW-100025,냐한 남자 아크릴 스탠드,B타입,1,15000,15000,15000,0%,부산
2026-03-26,NW-100019,냐한 남자 머그컵,블랙,1,18000,18000,18000,0%,서울
2026-03-26,NW-100022,냐한 남자 티셔츠,XL,1,32000,32000,32000,0%,경기
2026-03-26,NW-100017,가비지타임 파우치,베이지,1,22000,22000,22000,0%,서울
2026-03-26,NW-100003,마루는 강쥐 아크릴 스탠드,A타입,1,15000,15000,15000,0%,경기
2026-03-26,NW-100011,가비지타임 차량용 방향제,화이트머스크,1,14000,11900,11900,15%,경기
2026-03-26,NW-100021,냐한 남자 2026 다이어리,데일리,1,19000,16100,16100,15%,서울
2026-03-26,NW-100007,마루는 강쥐 차량용 방향제,시트러스,1,14000,12600,12600,10%,부산
2026-03-26,NW-100037,외모지상주의 티셔츠,M,2,32000,32000,64000,0%,부산
2026-03-27,NW-100025,냐한 남자 아크릴 스탠드,C타입,1,15000,13500,13500,10%,경기
2026-03-27,NW-100007,마루는 강쥐 차량용 방향제,시트러스,1,14000,14000,14000,0%,서울
2026-03-27,NW-100006,마루는 강쥐 티셔츠,XL,1,32000,28800,28800,10%,경기
2026-03-27,NW-100025,냐한 남자 아크릴 스탠드,C타입,1,15000,15000,15000,0%,기타
2026-03-27,NW-100005,마루는 강쥐 2026 다이어리,데일리,1,19000,15200,15200,20%,부산
2026-03-27,NW-100029,신의 탑 2026 다이어리,위클리,1,19000,16100,16100,15%,서울
2026-03-27,NW-100016,가비지타임 머그컵,화이트,1,18000,14400,14400,20%,부산
2026-03-27,NW-100025,냐한 남자 아크릴 스탠드,B타입,1,15000,13500,13500,10%,서울
2026-03-27,NW-100003,마루는 강쥐 아크릴 스탠드,C타입,1,15000,15000,15000,0%,경기
2026-03-27,NW-100006,마루는 강쥐 티셔츠,S,1,32000,25600,25600,20%,기타
2026-03-27,NW-100006,마루는 강쥐 티셔츠,M,1,32000,27200,27200,15%,경기
2026-03-27,NW-100004,마루는 강쥐 파우치,핑크,1,22000,17600,17600,20%,부산
2026-03-27,NW-100007,마루는 강쥐 차량용 방향제,우드,1,14000,11900,11900,15%,부산
2026-03-27,NW-100016,가비지타임 머그컵,블랙,1,18000,14400,14400,20%,경기
2026-03-27,NW-100004,마루는 강쥐 파우치,핑크,2,22000,17600,35200,20%,경기
2026-03-27,NW-100037,외모지상주의 티셔츠,XL,1,32000,27200,27200,15%,서울
2026-03-27,NW-100003,마루는 강쥐 아크릴 스탠드,A타입,1,15000,12000,12000,20%,부산
2026-03-27,NW-100007,마루는 강쥐 차량용 방향제,화이트머스크,1,14000,12600,12600,10%,기타
2026-03-27,NW-100016,가비지타임 머그컵,화이트,1,18000,16200,16200,10%,서울
2026-03-27,NW-100004,마루는 강쥐 파우치,핑크,1,22000,19800,19800,10%,기타
2026-03-27,NW-100016,가비지타임 머그컵,화이트,1,18000,15300,15300,15%,기타
2026-03-27,NW-100016,가비지타임 머그컵,화이트,1,18000,16200,16200,10%,기타
2026-03-27,NW-100016,가비지타임 머그컵,화이트,1,18000,16200,16200,10%,서울
2026-03-27,NW-100037,외모지상주의 티셔츠,L,1,32000,32000,32000,0%,서울
2026-03-27,NW-100007,마루는 강쥐 차량용 방향제,시트러스,1,14000,14000,14000,0%,부산
2026-03-27,NW-100004,마루는 강쥐 파우치,베이지,1,22000,19800,19800,10%,경기
2026-03-27,NW-100005,마루는 강쥐 2026 다이어리,위클리,1,19000,15200,15200,20%,부산
2026-03-27,NW-100004,마루는 강쥐 파우치,네이비,3,22000,22000,66000,0%,부산
2026-03-27,NW-100004,마루는 강쥐 파우치,네이비,1,22000,18700,18700,15%,기타
2026-03-28,NW-100006,마루는 강쥐 티셔츠,M,1,32000,27200,27200,15%,서울
2026-03-28,NW-100016,가비지타임 머그컵,블랙,1,18000,14400,14400,20%,부산
2026-03-28,NW-100021,냐한 남자 2026 다이어리,위클리,1,19000,15200,15200,20%,기타
2026-03-28,NW-100004,마루는 강쥐 파우치,네이비,1,22000,19800,19800,10%,부산
2026-03-28,NW-100019,냐한 남자 머그컵,화이트,1,18000,18000,18000,0%,경기
2026-03-28,NW-100012,가비지타임 2026 다이어리,데일리,1,19000,16100,16100,15%,부산
2026-03-28,NW-100037,외모지상주의 티셔츠,L,2,32000,32000,64000,0%,서울
2026-03-28,NW-100005,마루는 강쥐 2026 다이어리,위클리,1,19000,19000,19000,0%,서울
2026-03-28,NW-100018,가비지타임 아크릴 스탠드,B타입,1,15000,12000,12000,20%,경기
2026-03-28,NW-100034,외모지상주의 2026 다이어리,위클리,1,19000,19000,19000,0%,경기
2026-03-28,NW-100021,냐한 남자 2026 다이어리,데일리,1,19000,19000,19000,0%,서울
2026-03-28,NW-100022,냐한 남자 티셔츠,M,1,32000,25600,25600,20%,경기
2026-03-29,NW-100034,외모지상주의 2026 다이어리,위클리,1,19000,17100,17100,10%,경기
2026-03-29,NW-100028,신의 탑 차량용 방향제,시트러스,1,14000,11900,11900,15%,부산
2026-03-29,NW-100003,마루는 강쥐 아크릴 스탠드,C타입,1,15000,12000,12000,20%,부산
2026-03-29,NW-100003,마루는 강쥐 아크릴 스탠드,A타입,1,15000,13500,13500,10%,경기
2026-03-29,NW-100006,마루는 강쥐 티셔츠,XL,1,32000,27200,27200,15%,부산
2026-03-29,NW-100012,가비지타임 2026 다이어리,데일리,1,19000,16100,16100,15%,기타
2026-03-29,NW-100016,가비지타임 머그컵,화이트,1,18000,14400,14400,20%,기타
2026-03-29,NW-100028,신의 탑 차량용 방향제,시트러스,1,14000,11900,11900,15%,서울
2026-03-29,NW-100017,가비지타임 파우치,베이지,1,22000,18700,18700,15%,서울
2026-03-29,NW-100025,냐한 남자 아크릴 스탠드,C타입,1,15000,13500,13500,10%,기타
2026-03-29,NW-100007,마루는 강쥐 차량용 방향제,시트러스,1,14000,11200,11200,20%,서울
2026-03-29,NW-100029,신의 탑 2026 다이어리,위클리,1,19000,19000,19000,0%,경기
2026-03-29,NW-100031,신의 탑 머그컵,블랙,1,18000,16200,16200,10%,서울
2026-03-29,NW-100006,마루는 강쥐 티셔츠,S,1,32000,27200,27200,15%,기타
2026-03-29,NW-100005,마루는 강쥐 2026 다이어리,데일리,1,19000,17100,17100,10%,부산
2026-03-29,NW-100005,마루는 강쥐 2026 다이어리,데일리,1,19000,17100,17100,10%,부산
2026-03-29,NW-100006,마루는 강쥐 티셔츠,M,1,32000,32000,32000,0%,부산
2026-03-29,NW-100007,마루는 강쥐 차량용 방향제,화이트머스크,1,14000,14000,14000,0%,서울
2026-03-29,NW-100028,신의 탑 차량용 방향제,시트러스,2,14000,14000,28000,0%,기타
2026-03-30,NW-100025,냐한 남자 아크릴 스탠드,C타입,1,15000,12000,12000,20%,서울
2026-03-30,NW-100037,외모지상주의 티셔츠,L,1,32000,28800,28800,10%,부산
2026-03-30,NW-100016,가비지타임 머그컵,화이트,2,18000,16200,32400,10%,기타
2026-03-30,NW-100003,마루는 강쥐 아크릴 스탠드,C타입,1,15000,13500,13500,10%,서울
2026-03-30,NW-100005,마루는 강쥐 2026 다이어리,위클리,1,19000,15200,15200,20%,서울
2026-03-30,NW-100004,마루는 강쥐 파우치,핑크,1,22000,19800,19800,10%,부산
2026-03-30,NW-100021,냐한 남자 2026 다이어리,데일리,1,19000,17100,17100,10%,부산
2026-03-30,NW-100031,신의 탑 머그컵,블랙,1,18000,14400,14400,20%,기타
2026-03-30,NW-100005,마루는 강쥐 2026 다이어리,위클리,1,19000,16100,16100,15%,기타
2026-03-30,NW-100011,가비지타임 차량용 방향제,화이트머스크,1,14000,11200,11200,20%,부산
2026-03-30,NW-100018,가비지타임 아크릴 스탠드,C타입,1,15000,15000,15000,0%,부산
2026-03-30,NW-100004,마루는 강쥐 파우치,베이지,1,22000,17600,17600,20%,부산
2026-03-30,NW-100011,가비지타임 차량용 방향제,화이트머스크,1,14000,11900,11900,15%,서울
2026-03-30,NW-100017,가비지타임 파우치,베이지,2,22000,19800,39600,10%,기타
2026-03-30,NW-100021,냐한 남자 2026 다이어리,위클리,1,19000,16100,16100,15%,경기
2026-03-30,NW-100007,마루는 강쥐 차량용 방향제,시트러스,1,14000,12600,12600,10%,경기
2026-03-30,NW-100005,마루는 강쥐 2026 다이어리,데일리,3,19000,17100,51300,10%,경기
2026-03-30,NW-100039,외모지상주의 파우치,네이비,1,22000,18700,18700,15%,기타
2026-03-30,NW-100005,마루는 강쥐 2026 다이어리,데일리,1,19000,15200,15200,20%,부산
2026-03-30,NW-100005,마루는 강쥐 2026 다이어리,데일리,1,19000,15200,15200,20%,기타
2026-03-30,NW-100003,마루는 강쥐 아크릴 스탠드,B타입,1,15000,15000,15000,0%,부산
2026-03-30,NW-100011,가비지타임 차량용 방향제,화이트머스크,1,14000,11200,11200,20%,기타
2026-03-30,NW-100004,마루는 강쥐 파우치,네이비,2,22000,19800,39600,10%,부산
2026-03-30,NW-100022,냐한 남자 티셔츠,S,1,32000,25600,25600,20%,서울
2026-03-30,NW-100029,신의 탑 2026 다이어리,데일리,1,19000,17100,17100,10%,기타
2026-03-30,NW-100005,마루는 강쥐 2026 다이어리,위클리,1,19000,19000,19000,0%,서울
2026-03-30,NW-100031,신의 탑 머그컵,블랙,1,18000,18000,18000,0%,경기
2026-03-31,NW-100031,신의 탑 머그컵,블랙,1,18000,16200,16200,10%,기타
2026-03-31,NW-100028,신의 탑 차량용 방향제,시트러스,1,14000,11200,11200,20%,기타
2026-03-31,NW-100031,신의 탑 머그컵,화이트,1,18000,14400,14400,20%,경기
2026-03-31,NW-100034,외모지상주의 2026 다이어리,데일리,1,19000,16100,16100,15%,경기
2026-03-31,NW-100005,마루는 강쥐 2026 다이어리,데일리,1,19000,16100,16100,15%,경기
2026-03-31,NW-100019,냐한 남자 머그컵,화이트,2,18000,16200,32400,10%,부산
2026-03-31,NW-100022,냐한 남자 티셔츠,S,1,32000,25600,25600,20%,기타
2026-03-31,NW-100026,냐한 남자 차량용 방향제,우드,1,14000,11900,11900,15%,경기
2026-03-31,NW-100019,냐한 남자 머그컵,블랙,1,18000,16200,16200,10%,부산
2026-03-31,NW-100039,외모지상주의 파우치,네이비,2,22000,17600,35200,20%,서울
2026-03-31,NW-100004,마루는 강쥐 파우치,네이비,1,22000,19800,19800,10%,기타
2026-03-31,NW-100006,마루는 강쥐 티셔츠,M,1,32000,27200,27200,15%,부산
2026-03-31,NW-100037,외모지상주의 티셔츠,L,2,32000,27200,54400,15%,서울
2026-03-31,NW-100039,외모지상주의 파우치,핑크,1,22000,22000,22000,0%,부산
2026-03-31,NW-100006,마루는 강쥐 티셔츠,S,1,32000,27200,27200,15%,기타
2026-03-31,NW-100026,냐한 남자 차량용 방향제,시트러스,1,14000,14000,14000,0%,부산
2026-03-31,NW-100003,마루는 강쥐 아크릴 스탠드,A타입,2,15000,13500,27000,10%,경기
2026-03-31,NW-100003,마루는 강쥐 아크릴 스탠드,B타입,1,15000,15000,15000,0%,서울
2026-03-31,NW-100037,외모지상주의 티셔츠,L,1,32000,32000,32000,0%,서울
2026-03-31,NW-100018,가비지타임 아크릴 스탠드,C타입,1,15000,13500,13500,10%,서울
2026-03-31,NW-100028,신의 탑 차량용 방향제,시트러스,1,14000,11200,11200,20%,부산
2026-03-31,NW-100028,신의 탑 차량용 방향제,화이트머스크,1,14000,11200,11200,20%,부산
2026-03-31,NW-100007,마루는 강쥐 차량용 방향제,우드,1,14000,14000,14000,0%,기타
2026-03-31,NW-100007,마루는 강쥐 차량용 방향제,화이트머스크,1,14000,11900,11900,15%,서울
